0.000000	0.000000	Metal i piekło
166.106667	166.106667	Diabelski dom cz. I
454.840000	454.840000	Morderca
653.240000	653.240000	Masz mnie wampirze
847.440000	847.440000	Czas zemsty
1137.973333	1137.973333	Noce szatana
1352.880000	1352.880000	Diableski dom cz. III
1577.373333	1577.373333	Wyrocznia
1801.546667	1801.546667	666
2015.306667	2015.306667	Czarne zastepy
